trial,condition,TargetA,TargetC,Response,RT,Acc,thisRepN,block
15,7,stimuli/T04_aka.wav,#CDAF88,3,0.8151654,1,3,t
15,0,stimuli/T12_aetha.wav,#1B7217,4,1.1525156,1,4,t
15,12,stimuli/T12_aetha.wav,#003500,3,0.8016507,1,5,t
15,11,stimuli/T04_aga.wav,#B96C01,3,1.1001559,1,6,t
15,3,stimuli/T04_aga.wav,#886D0B,3,0.9506246,1,7,t
15,17,stimuli/T04_apa.wav,#B96C01,3,1.8866181,1,8,t
11,17,stimuli/T10_athetaa.wav,#0050C4,3,0.8168067,1,0,t
11,3,stimuli/T10_ada.wav,#6C8BE6,3,0.7502039,1,1,t
11,0,stimuli/T08_afa.wav,#008DA7,3,0.8348097,0,2,t
11,15,stimuli/T10_athetaa.wav,#0099FF,4,1.4170224,0,3,t
11,0,stimuli/T08_afa.wav,#008DA7,3,0.9326985,0,4,t
11,7,stimuli/T10_apa.wav,#0099FF,3,0.9667575,1,5,t
11,12,stimuli/T08_afa.wav,#00608D,3,0.8659595,1,6,t
11,10,stimuli/T08_aga.wav,#00608D,3,0.7677265,1,7,t
11,5,stimuli/T10_athetaa.wav,#6C8BE6,3,1.0510093,1,8,t
5,6,stimuli/T07_ada.wav,#B95068,3,0.4710801,1,0,t
5,12,stimuli/T07_ada.wav,#E05AAF,3,0.664843,1,1,t
5,5,stimuli/T10_asha.wav,#007680,4,1.5822623,0,2,t
5,0,stimuli/T07_ada.wav,#9C4F91,3,0.732682,0,3,t
5,16,stimuli/T07_aetha.wav,#E05AAF,3,0.8849133,1,4,t
5,0,stimuli/T07_ada.wav,#9C4F91,3,1.7685269,0,5,t
5,14,stimuli/T07_aetha.wav,#B95068,3,0.7489831,1,6,t
5,3,stimuli/T10_aetha.wav,#007680,3,1.2335887,1,7,t
5,17,stimuli/T10_asha.wav,#00AEAA,3,0.8517156,1,8,t
25,3,stimuli/T03_azha.wav,#744D9F,3,1.0675923,1,0,t
25,0,stimuli/T04_aetha.wav,#00865B,3,0.850373,0,1,t
25,12,stimuli/T04_aetha.wav,#61BA77,3,0.7834824,1,2,t
25,7,stimuli/T03_ana.wav,#002548,3,0.8206858,1,3,t
25,4,stimuli/T04_aza.wav,#00865B,3,1.8503494,1,4,t
25,11,stimuli/T03_azha.wav,#933F81,3,0.9826736,1,5,t
25,0,stimuli/T04_aetha.wav,#00865B,3,1.4324005,0,6,t
25,17,stimuli/T03_aza.wav,#933F81,3,1.5654975,1,7,t
25,10,stimuli/T04_athetaa.wav,#61BA77,4,1.0812972,0,8,t
12,1,stimuli/T02_ava.wav,#A8502C,4,0.9164281,1,0,t
12,15,stimuli/T02_aza.wav,#650F00,3,0.834103,1,1,t
12,11,stimuli/T02_ama.wav,#D8555C,3,0.8685674,1,2,t
12,3,stimuli/T02_ama.wav,#A8502C,3,0.8351404,1,3,t
12,0,stimuli/T11_asha.wav,#158757,4,0.933415,1,4,t
12,4,stimuli/T11_asa.wav,#158757,3,0.8500525,1,5,t
12,7,stimuli/T02_ava.wav,#650F00,3,0.8826361,1,6,t
12,14,stimuli/T11_asa.wav,#D2E196,3,0.8676933,1,7,t
12,12,stimuli/T11_asha.wav,#5FC281,3,0.8002455,1,8,t
2,8,stimuli/T02_ana.wav,#002F62,4,1.4857067,0,0,t
2,7,stimuli/T01_ava.wav,#6E4800,3,1.0184367,1,1,t
2,17,stimuli/T01_aza.wav,#6A2400,3,0.8014103,1,2,t
2,0,stimuli/T02_afa.wav,#0078DA,3,1.4994737,0,3,t
2,2,stimuli/T02_ana.wav,#0078DA,3,1.0002911,1,4,t
2,16,stimuli/T02_athetaa.wav,#006EF9,4,0.9829712,0,5,t
2,0,stimuli/T02_afa.wav,#0078DA,3,1.2688873,0,6,t
2,12,stimuli/T02_afa.wav,#006EF9,3,0.9167297,1,7,t
2,4,stimuli/T02_athetaa.wav,#0078DA,3,0.8781477,1,8,t
23,4,stimuli/T05_apa.wav,#6282CD,3,0.6002008,1,0,t
23,16,stimuli/T05_apa.wav,#AB82D7,3,0.8335856,1,1,t
23,1,stimuli/T11_apa.wav,#428225,3,1.0492385,0,2,t
23,0,stimuli/T05_afa.wav,#6282CD,3,0.8861105,0,3,t
23,7,stimuli/T11_apa.wav,#5C6B3B,3,0.8359725,1,4,t
23,13,stimuli/T11_apa.wav,#4B5600,3,0.7160722,1,5,t
23,15,stimuli/T11_ata.wav,#5C6B3B,3,0.7344389,1,6,t
23,11,stimuli/T11_ava.wav,#4B5600,3,0.8651875,1,7,t
23,3,stimuli/T11_ava.wav,#428225,3,0.9011867,1,8,t
16,3,stimuli/T08_asa.wav,#6D8D45,3,1.134653,1,0,t
16,1,stimuli/T08_aga.wav,#6D8D45,3,0.6993341,0,1,t
16,14,stimuli/T02_ava.wav,#BFA5A8,3,0.7673357,1,2,t
16,12,stimuli/T02_aba.wav,#8E6386,3,0.7348292,1,3,t
16,1,stimuli/T08_aga.wav,#6D8D45,4,1.4837863,1,4,t
16,7,stimuli/T08_aga.wav,#4A4800,3,0.7175584,1,5,t
16,17,stimuli/T08_azha.wav,#99B235,3,0.768417,1,6,t
16,16,stimuli/T02_ava.wav,#8E6386,3,1.1007188,1,7,t
16,5,stimuli/T08_azha.wav,#6D8D45,4,1.1695124,0,8,t
19,9,stimuli/T01_asa.wav,#204400,3,1.1521705,1,0,t
19,13,stimuli/T01_aga.wav,#72A54B,4,0.7840268,0,1,t
19,0,stimuli/T08_ava.wav,#865B21,3,0.966307,0,2,t
19,3,stimuli/T01_asa.wav,#9D9236,3,0.6523088,1,3,t
19,9,stimuli/T01_asa.wav,#204400,3,0.652331,1,4,t
19,8,stimuli/T08_ana.wav,#FF8F87,3,0.6827616,1,5,t
19,1,stimuli/T01_aga.wav,#9D9236,3,1.0168092,0,6,t
19,6,stimuli/T08_ava.wav,#FF8F87,3,0.7000483,1,7,t
19,5,stimuli/T01_ava.wav,#9D9236,3,1.2520771,1,8,t
9,17,stimuli/T09_aza.wav,#003C58,3,0.6010254,1,0,t
9,17,stimuli/T09_aza.wav,#003C58,3,0.6158187,1,1,t
9,2,stimuli/T01_athetaa.wav,#22A467,3,1.1342753,1,2,t
9,4,stimuli/T01_ava.wav,#22A467,3,0.8036474,1,3,t
9,1,stimuli/T09_ana.wav,#006DA2,3,0.8649062,0,4,t
9,13,stimuli/T09_ana.wav,#003C58,3,0.7008473,1,5,t
9,7,stimuli/T09_ana.wav,#001B2C,3,0.7317378,1,6,t
9,15,stimuli/T09_aza.wav,#001B2C,3,0.7151474,1,7,t
9,1,stimuli/T09_ana.wav,#006DA2,3,0.7357131,0,8,t
24,10,stimuli/T08_aetha.wav,#995300,3,1.583499,1,0,t
24,0,stimuli/T08_ata.wav,#976B20,3,0.7835778,0,1,t
24,6,stimuli/T08_ata.wav,#7E6A4D,3,0.7352417,1,2,t
24,2,stimuli/T08_aetha.wav,#976B20,3,1.2164389,1,3,t
24,14,stimuli/T08_apa.wav,#7E6A4D,3,0.9688391,1,4,t
24,1,stimuli/T09_ama.wav,#C76454,4,0.9856681,1,5,t
24,11,stimuli/T09_aza.wav,#8E4D28,3,1.6651531,1,6,t
24,13,stimuli/T09_ama.wav,#8E4D28,3,1.2536648,1,7,t
24,4,stimuli/T08_apa.wav,#976B20,3,0.7660956,1,8,t
14,15,stimuli/T09_ada.wav,#E77FE2,3,1.3851911,1,0,t
14,1,stimuli/T09_ava.wav,#7C5DB2,3,1.1998489,0,1,t
14,3,stimuli/T09_ama.wav,#7C5DB2,3,1.6672971,1,2,t
14,1,stimuli/T09_ava.wav,#7C5DB2,3,1.7999017,0,3,t
14,6,stimuli/T05_ata.wav,#94EBFF,3,0.9850205,1,4,t
14,15,stimuli/T09_ada.wav,#E77FE2,3,0.7668255,1,5,t
14,5,stimuli/T09_ada.wav,#7C5DB2,3,0.8827881,1,6,t
14,12,stimuli/T05_ata.wav,#00CCFF,3,0.8018607,1,7,t
14,9,stimuli/T09_ama.wav,#E77FE2,3,1.0663103,1,8,t
13,14,stimuli/T02_aza.wav,#A98A00,3,0.8506686,1,0,t
13,4,stimuli/T02_aza.wav,#596600,3,0.7838981,1,1,t
13,2,stimuli/T02_aga.wav,#596600,3,0.7162997,1,2,t
13,14,stimuli/T02_aza.wav,#A98A00,3,0.966659,1,3,t
13,6,stimuli/T02_ana.wav,#A98A00,3,0.7003886,1,4,t
13,1,stimuli/T06_aza.wav,#007BC4,4,1.3336035,1,5,t
13,1,stimuli/T06_aza.wav,#007BC4,4,1.3507539,1,6,t
13,8,stimuli/T02_aga.wav,#A98A00,3,1.0984059,1,7,t
13,12,stimuli/T02_ana.wav,#386A1F,3,1.1324123,1,8,t
10,10,stimuli/T09_ada.wav,#005C1C,3,1.0341969,1,0,t
10,13,stimuli/T06_ada.wav,#398DF3,3,0.6678717,1,1,t
10,1,stimuli/T06_ada.wav,#3B7EC0,4,0.9510408,1,2,t
10,0,stimuli/T09_athetaa.wav,#5C9D43,3,1.2336527,0,3,t
10,2,stimuli/T09_ada.wav,#5C9D43,4,1.7990478,0,4,t
10,8,stimuli/T09_ada.wav,#476131,3,0.7006046,1,5,t
10,7,stimuli/T06_ada.wav,#008BB4,3,1.1013122,1,6,t
10,17,stimuli/T06_aetha.wav,#398DF3,3,0.8318864,1,7,t
10,4,stimuli/T09_afa.wav,#5C9D43,3,1.333903,1,8,t
22,15,stimuli/T07_athetaa.wav,#002900,3,0.6683843,1,0,t
22,11,stimuli/T07_ana.wav,#444400,3,0.5669724,1,1,t
22,7,stimuli/T07_asa.wav,#002900,3,0.4180994,1,2,t
22,4,stimuli/T06_asa.wav,#BE5E73,3,0.8678185,1,3,t
22,3,stimuli/T07_ana.wav,#697517,4,1.0153806,0,4,t
22,13,stimuli/T07_asa.wav,#444400,3,0.6330497,1,5,t
22,0,stimuli/T06_ama.wav,#BE5E73,3,1.0674169,0,6,t
22,0,stimuli/T06_ama.wav,#BE5E73,3,0.8831471,0,7,t
22,10,stimuli/T06_athetaa.wav,#855850,3,1.1503694,1,8,t
4,1,stimuli/T05_aza.wav,#0094E4,4,1.1524827,1,0,t
4,13,stimuli/T05_aza.wav,#0072C1,3,0.7993485,1,1,t
4,1,stimuli/T05_aza.wav,#0094E4,3,1.150846,0,2,t
4,8,stimuli/T06_asa.wav,#71593B,3,1.4055889,1,3,t
4,5,stimuli/T05_aetha.wav,#0094E4,3,0.8999351,1,4,t
4,9,stimuli/T05_asha.wav,#104D7A,3,0.8661708,1,5,t
4,9,stimuli/T05_asha.wav,#104D7A,3,0.8167137,1,6,t
4,7,stimuli/T05_aza.wav,#104D7A,3,1.1163394,1,7,t
8,7,stimuli/T07_ava.wav,#F0BDFF,3,0.5318304,1,0,t
8,13,stimuli/T07_ava.wav,#3E618B,3,0.7829154,1,1,t
8,15,stimuli/T07_aza.wav,#F0BDFF,3,0.6154441,1,2,t
8,4,stimuli/T09_athetaa.wav,#AF4E6D,3,0.8526575,1,3,t
8,1,stimuli/T07_ava.wav,#8685CC,3,1.0180125,0,4,t
8,3,stimuli/T07_asa.wav,#8685CC,3,0.9034395,1,5,t
8,11,stimuli/T07_asa.wav,#3E618B,3,0.4830244,1,6,t
8,1,stimuli/T07_ava.wav,#8685CC,3,1.4323367,0,7,t
8,16,stimuli/T09_athetaa.wav,#BD3079,3,0.8376218,1,8,t
1,1,stimuli/T07_azha.wav,#B15D44,3,0.6801875,0,0,t
1,15,stimuli/T07_ada.wav,#852F00,3,0.6503998,1,1,t
1,7,stimuli/T07_azha.wav,#852F00,3,0.7835399,1,2,t
1,4,stimuli/T01_aetha.wav,#00707E,3,0.8683534,1,3,t
1,12,stimuli/T01_aza.wav,#00516A,3,0.7177797,1,4,t
1,16,stimuli/T01_aetha.wav,#00516A,3,0.7499172,1,5,t
1,3,stimuli/T07_asha.wav,#B15D44,3,0.8993762,1,6,t
1,1,stimuli/T07_azha.wav,#B15D44,3,1.1655294,0,7,t
1,14,stimuli/T01_aetha.wav,#004574,3,0.7835058,1,8,t
6,8,stimuli/T11_athetaa.wav,#003F3D,3,1.0694888,1,0,t
6,1,stimuli/T01_athetaa.wav,#9B7FE3,4,1.332341,1,1,t
6,1,stimuli/T01_athetaa.wav,#9B7FE3,4,1.00141,1,2,t
6,7,stimuli/T01_athetaa.wav,#B0C7FF,3,0.5186209,1,3,t
6,2,stimuli/T11_athetaa.wav,#007986,3,1.1829521,1,4,t
6,14,stimuli/T11_ava.wav,#003F3D,3,0.8325935,1,5,t
6,5,stimuli/T01_asa.wav,#9B7FE3,3,1.8483467,1,6,t
6,12,stimuli/T11_aga.wav,#00AEB1,3,0.8347921,1,7,t
6,17,stimuli/T01_asa.wav,#DAADFF,3,1.4591953,1,8,t
21,7,stimuli/T11_apa.wav,#400E00,3,0.5830844,1,0,t
21,17,stimuli/T11_athetaa.wav,#8F413E,3,0.5481432,1,1,t
21,3,stimuli/T11_ada.wav,#A15323,3,0.732137,1,2,t
21,11,stimuli/T11_ada.wav,#8F413E,3,0.716791,1,3,t
21,1,stimuli/T11_apa.wav,#A15323,3,1.183767,0,4,t
21,0,stimuli/T09_aga.wav,#0098B4,3,1.7485843,0,5,t
21,12,stimuli/T09_aga.wav,#006680,3,1.0327689,1,6,t
21,5,stimuli/T11_athetaa.wav,#A15323,3,1.4169212,1,7,t
21,17,stimuli/T11_athetaa.wav,#8F413E,3,1.6326993,1,8,t
18,11,stimuli/T02_aba.wav,#00AD66,3,0.6175126,1,0,t
18,12,stimuli/T06_ama.wav,#975146,3,0.5680745,1,1,t
18,0,stimuli/T06_ama.wav,#B33933,3,0.6171843,0,2,t
18,6,stimuli/T06_ama.wav,#FF0053,3,0.4173075,1,3,t
18,1,stimuli/T02_ana.wav,#1D7331,4,1.4515295,1,4,t
18,5,stimuli/T02_ama.wav,#1D7331,4,1.4832933,0,5,t
18,16,stimuli/T06_asa.wav,#975146,3,0.9330088,1,6,t
18,16,stimuli/T06_asa.wav,#975146,3,0.8324431,1,7,t
18,3,stimuli/T02_aba.wav,#1D7331,3,1.2845124,1,8,t
20,12,stimuli/T06_aka.wav,#589782,3,1.710448,1,0,t
20,14,stimuli/T06_apa.wav,#59C955,3,0.9658622,1,1,t
20,3,stimuli/T08_asha.wav,#0097D4,3,1.6497897,1,2,t
20,1,stimuli/T08_aza.wav,#0097D4,4,1.1336599,1,3,t
20,4,stimuli/T06_apa.wav,#05956B,3,0.9830484,1,4,t
20,1,stimuli/T08_aza.wav,#0097D4,3,1.1001067,0,5,t
20,11,stimuli/T08_asha.wav,#007CD3,3,0.8182922,1,6,t
20,6,stimuli/T06_aka.wav,#59C955,3,0.8339391,1,7,t
20,10,stimuli/T06_ana.wav,#589782,3,0.8025503,1,8,t
17,10,stimuli/T06_aza.wav,#00449B,3,0.5682926,1,0,t
17,9,stimuli/T04_ada.wav,#008592,3,0.9012057,1,1,t
17,13,stimuli/T04_athetaa.wav,#00375C,3,0.7811011,1,2,t
17,4,stimuli/T06_aba.wav,#0072C9,3,1.0324084,1,3,t
17,7,stimuli/T04_athetaa.wav,#008592,3,0.9167893,1,4,t
17,15,stimuli/T04_apa.wav,#008592,3,0.6666541,1,5,t
17,0,stimuli/T06_ama.wav,#0072C9,4,0.8013381,1,6,t
17,1,stimuli/T04_athetaa.wav,#006D9E,3,0.9494883,0,7,t
17,3,stimuli/T04_ada.wav,#006D9E,4,0.6832787,0,8,t
3,2,stimuli/T08_azha.wav,#A5376F,3,0.6987743,1,0,t
3,0,stimuli/T08_ana.wav,#A5376F,4,0.7991186,1,1,t
3,4,stimuli/T08_ada.wav,#A5376F,4,0.8673246,0,2,t
3,6,stimuli/T08_ana.wav,#8D6CA6,3,0.7161792,1,3,t
3,15,stimuli/T01_afa.wav,#90000A,3,0.8031653,1,4,t
3,15,stimuli/T01_afa.wav,#90000A,3,1.5006519,1,5,t
3,1,stimuli/T01_asa.wav,#DD6853,3,0.9840711,0,6,t
3,16,stimuli/T08_ada.wav,#7B0027,3,1.0491658,1,7,t
3,12,stimuli/T08_ana.wav,#7B0027,3,0.8513516,1,8,t
7,15,stimuli/T03_afa.wav,#CB002B,3,0.7499127,1,0,t
7,13,stimuli/T03_aka.wav,#ED597E,3,0.6501201,1,1,t
7,3,stimuli/T03_ana.wav,#B74B3D,3,0.9000623,1,2,t
7,5,stimuli/T03_afa.wav,#B74B3D,3,0.8007944,1,3,t
7,14,stimuli/T12_ada.wav,#9D3D12,3,1.3989974,1,4,t
7,14,stimuli/T12_ada.wav,#9D3D12,3,1.8841707,1,5,t
7,1,stimuli/T03_aka.wav,#B74B3D,3,1.1857499,0,6,t
7,7,stimuli/T03_aka.wav,#CB002B,3,1.2843955,1,7,t
15,11,stimuli/T06_asa.wav,#A56968,3,1.8651096,1,0,t
15,8,stimuli/T10_athetaa.wav,#830021,3,1.2012287,1,1,t
15,5,stimuli/T06_azha.wav,#BF6794,3,0.7002924,1,2,t
15,11,stimuli/T06_asa.wav,#A56968,3,0.6837406,1,3,t
15,1,stimuli/T06_aza.wav,#BF6794,4,1.9401647,1,4,t
15,6,stimuli/T10_aga.wav,#830021,4,0.7996267,0,5,t
15,12,stimuli/T10_aga.wav,#C37841,3,0.6662604,1,6,t
15,3,stimuli/T06_asa.wav,#BF6794,4,1.4024711,0,7,t
15,0,stimuli/T10_aga.wav,#C3514A,3,0.7011368,0,8,t
11,7,stimuli/T02_apa.wav,#452842,3,0.7168863,1,0,t
11,3,stimuli/T02_aba.wav,#5068AD,3,0.5675012,1,1,t
11,1,stimuli/T02_apa.wav,#5068AD,3,0.5639085,0,2,t
11,8,stimuli/T06_aetha.wav,#6B2DC7,3,0.8168273,1,3,t
11,0,stimuli/T06_asa.wav,#944990,3,0.6825582,0,4,t
11,8,stimuli/T06_aetha.wav,#6B2DC7,3,0.7676142,1,5,t
11,4,stimuli/T06_athetaa.wav,#944990,4,0.949468,0,6,t
11,12,stimuli/T06_asa.wav,#E06BC5,3,1.3826636,1,7,t
11,9,stimuli/T02_aba.wav,#452842,3,0.6679639,1,8,t
5,3,stimuli/T11_ava.wav,#00846E,3,0.93458,1,0,t
5,15,stimuli/T11_ata.wav,#30BD87,3,0.8003635,1,1,t
5,1,stimuli/T11_apa.wav,#00846E,3,0.8669606,0,2,t
5,1,stimuli/T11_apa.wav,#00846E,3,1.1152167,0,3,t
5,14,stimuli/T05_ada.wav,#B60013,3,0.9842951,1,4,t
5,6,stimuli/T05_ana.wav,#B60013,4,0.81826,0,5,t
5,9,stimuli/T11_ava.wav,#30BD87,3,0.8160956,1,6,t
5,5,stimuli/T11_ata.wav,#00846E,3,1.383906,1,7,t
5,12,stimuli/T05_ana.wav,#A04181,3,1.2991648,1,8,t
25,15,stimuli/T12_apa.wav,#FF82A8,4,1.7855763,0,0,t
25,12,stimuli/T05_aba.wav,#00DEF8,3,1.5356735,1,1,t
25,4,stimuli/T05_aza.wav,#00A0BB,3,1.3156166,1,2,t
25,9,stimuli/T12_aga.wav,#FF82A8,3,0.816691,1,3,t
25,0,stimuli/T05_aba.wav,#00A0BB,3,1.0832183,0,4,t
25,3,stimuli/T12_aga.wav,#BC5A4E,3,0.9194988,1,5,t
25,7,stimuli/T12_ata.wav,#FF82A8,3,0.8177001,1,6,t
25,16,stimuli/T05_aza.wav,#00DEF8,3,1.0178683,1,7,t
25,0,stimuli/T05_aba.wav,#00A0BB,3,1.4029643,0,8,t
12,4,stimuli/T03_aza.wav,#0075AD,3,0.9012229,1,0,t
12,1,stimuli/T09_ama.wav,#B46A46,4,1.1837661,1,1,t
12,10,stimuli/T03_asa.wav,#0083D1,4,1.9651194,0,2,t
12,17,stimuli/T09_asa.wav,#672F0A,3,0.8026082,1,3,t
12,3,stimuli/T09_aza.wav,#B46A46,3,0.9805682,1,4,t
12,10,stimuli/T03_asa.wav,#0083D1,4,1.865646,0,5,t
12,7,stimuli/T09_ama.wav,#807856,3,0.7371985,1,6,t
12,12,stimuli/T03_aetha.wav,#0083D1,3,1.0630135,1,7,t
12,0,stimuli/T03_aetha.wav,#0075AD,3,0.6672239,0,8,t
2,8,stimuli/T10_aba.wav,#4C002E,3,0.4843133,1,0,t
2,9,stimuli/T05_apa.wav,#001500,3,0.4665742,1,1,t
2,9,stimuli/T05_apa.wav,#001500,3,0.3668692,1,2,t
2,4,stimuli/T10_athetaa.wav,#C1385F,4,1.4143532,0,3,t
2,1,stimuli/T05_ama.wav,#007180,3,1.0326582,0,4,t
2,0,stimuli/T10_apa.wav,#C1385F,4,0.8496931,1,5,t
2,7,stimuli/T05_ama.wav,#001500,3,0.6820803,1,6,t
2,12,stimuli/T10_apa.wav,#7F0024,3,0.7004974,1,7,t
2,2,stimuli/T10_aba.wav,#C1385F,3,0.883326,1,8,t
23,0,stimuli/T04_aka.wav,#009DE8,3,0.949706,0,1,t
23,7,stimuli/T03_ata.wav,#004F35,3,0.699881,1,2,t
23,3,stimuli/T03_aetha.wav,#4D6816,3,0.6013178,1,3,t
23,10,stimuli/T04_aga.wav,#008DF4,3,0.7175471,1,4,t
23,15,stimuli/T03_aka.wav,#004F35,3,0.8505464,1,5,t
23,8,stimuli/T04_aga.wav,#4F6682,3,0.786518,1,6,t
23,13,stimuli/T03_ata.wav,#786B00,3,1.3837673,1,7,t
23,1,stimuli/T03_ata.wav,#4D6816,3,1.8680913,0,8,t
16,2,stimuli/T03_azha.wav,#B14F66,3,1.4496227,1,0,t
16,8,stimuli/T03_azha.wav,#740016,3,1.3327882,1,1,t
16,5,stimuli/T12_ava.wav,#5158B6,3,1.6319459,1,2,t
