sound,target,confused,count,sound_file,target_file,talker,voice_base,condition
b,p,1,1,T08_b3.wav,T08_p3.wav,T08,us2,distinct
b,p,1,1,T09_b3.wav,T09_p3.wav,T09,us2,distinct
b,p,1,1,T10_b3.wav,T10_p3.wav,T10,us3,distinct
b,p,1,1,T11_b3.wav,T11_p3.wav,T11,us3,distinct
b,p,1,1,T12_b3.wav,T12_p3.wav,T12,us3,distinct
d,g,0,107,T01_d3.wav,T01_g3.wav,T01,us1,confusable
d,g,0,107,T02_d3.wav,T02_g3.wav,T02,us1,confusable
d,g,0,107,T03_d3.wav,T03_g3.wav,T03,us1,confusable
d,g,0,107,T04_d3.wav,T04_g3.wav,T04,us1,confusable
d,g,0,107,T05_d3.wav,T05_g3.wav,T05,us1,confusable
d,g,0,107,T06_d3.wav,T06_g3.wav,T06,us1,confusable
d,g,0,107,T07_d3.wav,T07_g3.wav,T07,us2,confusable
d,g,0,107,T08_d3.wav,T08_g3.wav,T08,us2,confusable
d,g,0,107,T09_d3.wav,T09_g3.wav,T09,us2,confusable
d,g,0,107,T10_d3.wav,T10_g3.wav,T10,us3,confusable
d,g,0,107,T11_d3.wav,T11_g3.wav,T11,us3,confusable
d,g,0,107,T12_d3.wav,T12_g3.wav,T12,us3,confusable
d,zh,0,39,T01_d3.wav,T01_zh3.wav,T01,us1,confusable
d,zh,0,39,T02_d3.wav,T02_zh3.wav,T02,us1,confusable
d,zh,0,39,T03_d3.wav,T03_zh3.wav,T03,us1,confusable
d,zh,0,39,T04_d3.wav,T04_zh3.wav,T04,us1,confusable
d,zh,0,39,T05_d3.wav,T05_zh3.wav,T05,us1,confusable
d,zh,0,39,T06_d3.wav,T06_zh3.wav,T06,us1,confusable
d,zh,0,39,T07_d3.wav,T07_zh3.wav,T07,us2,confusable
d,zh,0,39,T08_d3.wav,T08_zh3.wav,T08,us2,confusable
d,zh,0,39,T09_d3.wav,T09_zh3.wav,T09,us2,confusable
d,zh,0,39,T10_d3.wav,T10_zh3.wav,T10,us3,confusable
d,zh,0,39,T11_d3.wav,T11_zh3.wav,T11,us3,confusable
d,zh,0,39,T12_d3.wav,T12_zh3.wav,T12,us3,confusable
d,eth,0,33,T01_d3.wav,T01_eth3.wav,T01,us1,confusable
d,eth,0,33,T02_d3.wav,T02_eth3.wav,T02,us1,confusable
d,eth,0,33,T03_d3.wav,T03_eth3.wav,T03,us1,confusable
d,eth,0,33,T04_d3.wav,T04_eth3.wav,T04,us1,confusable
d,eth,0,33,T05_d3.wav,T05_eth3.wav,T05,us1,confusable
d,eth,0,33,T06_d3.wav,T06_eth3.wav,T06,us1,confusable
d,eth,0,33,T07_d3.wav,T07_eth3.wav,T07,us2,confusable
d,eth,0,33,T08_d3.wav,T08_eth3.wav,T08,us2,confusable
d,eth,0,33,T09_d3.wav,T09_eth3.wav,T09,us2,confusable
d,eth,0,33,T10_d3.wav,T10_eth3.wav,T10,us3,confusable
d,eth,0,33,T11_d3.wav,T11_eth3.wav,T11,us3,confusable
d,eth,0,33,T12_d3.wav,T12_eth3.wav,T12,us3,confusable
d,b,1,12,T01_d3.wav,T01_b3.wav,T01,us1,distinct
d,b,1,12,T02_d3.wav,T02_b3.wav,T02,us1,distinct
d,b,1,12,T03_d3.wav,T03_b3.wav,T03,us1,distinct
d,b,1,12,T04_d3.wav,T04_b3.wav,T04,us1,distinct
d,b,1,12,T05_d3.wav,T05_b3.wav,T05,us1,distinct
d,b,1,12,T06_d3.wav,T06_b3.wav,T06,us1,distinct
d,b,1,12,T07_d3.wav,T07_b3.wav,T07,us2,distinct
d,b,1,12,T08_d3.wav,T08_b3.wav,T08,us2,distinct
d,b,1,12,T09_d3.wav,T09_b3.wav,T09,us2,distinct
d,b,1,12,T10_d3.wav,T10_b3.wav,T10,us3,distinct
d,b,1,12,T11_d3.wav,T11_b3.wav,T11,us3,distinct
d,b,1,12,T12_d3.wav,T12_b3.wav,T12,us3,distinct
d,theta,1,3,T01_d3.wav,T01_theta3.wav,T01,us1,distinct
d,theta,1,3,T02_d3.wav,T02_theta3.wav,T02,us1,distinct
d,theta,1,3,T03_d3.wav,T03_theta3.wav,T03,us1,distinct
d,theta,1,3,T04_d3.wav,T04_theta3.wav,T04,us1,distinct
d,theta,1,3,T05_d3.wav,T05_theta3.wav,T05,us1,distinct
d,theta,1,3,T06_d3.wav,T06_theta3.wav,T06,us1,distinct
d,theta,1,3,T07_d3.wav,T07_theta3.wav,T07,us2,distinct
d,theta,1,3,T08_d3.wav,T08_theta3.wav,T08,us2,distinct
d,theta,1,3,T09_d3.wav,T09_theta3.wav,T09,us2,distinct
d,theta,1,3,T10_d3.wav,T10_theta3.wav,T10,us3,distinct
d,theta,1,3,T11_d3.wav,T11_theta3.wav,T11,us3,distinct
d,theta,1,3,T12_d3.wav,T12_theta3.wav,T12,us3,distinct
d,n,1,3,T01_d3.wav,T01_n3.wav,T01,us1,distinct
d,n,1,3,T02_d3.wav,T02_n3.wav,T02,us1,distinct
d,n,1,3,T03_d3.wav,T03_n3.wav,T03,us1,distinct
d,n,1,3,T04_d3.wav,T04_n3.wav,T04,us1,distinct
d,n,1,3,T05_d3.wav,T05_n3.wav,T05,us1,distinct
d,n,1,3,T06_d3.wav,T06_n3.wav,T06,us1,distinct
d,n,1,3,T07_d3.wav,T07_n3.wav,T07,us2,distinct
d,n,1,3,T08_d3.wav,T08_n3.wav,T08,us2,distinct
d,n,1,3,T09_d3.wav,T09_n3.wav,T09,us2,distinct
d,n,1,3,T10_d3.wav,T10_n3.wav,T10,us3,distinct
d,n,1,3,T11_d3.wav,T11_n3.wav,T11,us3,distinct
d,n,1,3,T12_d3.wav,T12_n3.wav,T12,us3,distinct
g,v,0,197,T01_g3.wav,T01_v3.wav,T01,us1,confusable
g,v,0,197,T02_g3.wav,T02_v3.wav,T02,us1,confusable
g,v,0,197,T03_g3.wav,T03_v3.wav,T03,us1,confusable
g,v,0,197,T04_g3.wav,T04_v3.wav,T04,us1,confusable
g,v,0,197,T05_g3.wav,T05_v3.wav,T05,us1,confusable
g,v,0,197,T06_g3.wav,T06_v3.wav,T06,us1,confusable
g,v,0,197,T07_g3.wav,T07_v3.wav,T07,us2,confusable
g,v,0,197,T08_g3.wav,T08_v3.wav,T08,us2,confusable
g,v,0,197,T09_g3.wav,T09_v3.wav,T09,us2,confusable
g,v,0,197,T10_g3.wav,T10_v3.wav,T10,us3,confusable
g,v,0,197,T11_g3.wav,T11_v3.wav,T11,us3,confusable
g,v,0,197,T12_g3.wav,T12_v3.wav,T12,us3,confusable
g,d,0,148,T01_g3.wav,T01_d3.wav,T01,us1,confusable
g,d,0,148,T02_g3.wav,T02_d3.wav,T02,us1,confusable
g,d,0,148,T03_g3.wav,T03_d3.wav,T03,us1,confusable
g,d,0,148,T04_g3.wav,T04_d3.wav,T04,us1,confusable
g,d,0,148,T05_g3.wav,T05_d3.wav,T05,us1,confusable
g,d,0,148,T06_g3.wav,T06_d3.wav,T06,us1,confusable
g,d,0,148,T07_g3.wav,T07_d3.wav,T07,us2,confusable
g,d,0,148,T08_g3.wav,T08_d3.wav,T08,us2,confusable
g,d,0,148,T09_g3.wav,T09_d3.wav,T09,us2,confusable
g,d,0,148,T10_g3.wav,T10_d3.wav,T10,us3,confusable
g,d,0,148,T11_g3.wav,T11_d3.wav,T11,us3,confusable
g,d,0,148,T12_g3.wav,T12_d3.wav,T12,us3,confusable
g,zh,0,83,T01_g3.wav,T01_zh3.wav,T01,us1,confusable
g,zh,0,83,T02_g3.wav,T02_zh3.wav,T02,us1,confusable
g,zh,0,83,T03_g3.wav,T03_zh3.wav,T03,us1,confusable
g,zh,0,83,T04_g3.wav,T04_zh3.wav,T04,us1,confusable
g,zh,0,83,T05_g3.wav,T05_zh3.wav,T05,us1,confusable
g,zh,0,83,T06_g3.wav,T06_zh3.wav,T06,us1,confusable
g,zh,0,83,T07_g3.wav,T07_zh3.wav,T07,us2,confusable
g,zh,0,83,T08_g3.wav,T08_zh3.wav,T08,us2,confusable
g,zh,0,83,T09_g3.wav,T09_zh3.wav,T09,us2,confusable
g,zh,0,83,T10_g3.wav,T10_zh3.wav,T10,us3,confusable
g,zh,0,83,T11_g3.wav,T11_zh3.wav,T11,us3,confusable
g,zh,0,83,T12_g3.wav,T12_zh3.wav,T12,us3,confusable
g,s,1,2,T01_g3.wav,T01_s3.wav,T01,us1,distinct
g,s,1,2,T02_g3.wav,T02_s3.wav,T02,us1,distinct
g,s,1,2,T03_g3.wav,T03_s3.wav,T03,us1,distinct
g,s,1,2,T04_g3.wav,T04_s3.wav,T04,us1,distinct
g,s,1,2,T05_g3.wav,T05_s3.wav,T05,us1,distinct
g,s,1,2,T06_g3.wav,T06_s3.wav,T06,us1,distinct
g,s,1,2,T07_g3.wav,T07_s3.wav,T07,us2,distinct
g,s,1,2,T08_g3.wav,T08_s3.wav,T08,us2,distinct
g,s,1,2,T09_g3.wav,T09_s3.wav,T09,us2,distinct
g,s,1,2,T10_g3.wav,T10_s3.wav,T10,us3,distinct
g,s,1,2,T11_g3.wav,T11_s3.wav,T11,us3,distinct
g,s,1,2,T12_g3.wav,T12_s3.wav,T12,us3,distinct
g,theta,1,1,T01_g3.wav,T01_theta3.wav,T01,us1,distinct
g,theta,1,1,T02_g3.wav,T02_theta3.wav,T02,us1,distinct
g,theta,1,1,T03_g3.wav,T03_theta3.wav,T03,us1,distinct
g,theta,1,1,T04_g3.wav,T04_theta3.wav,T04,us1,distinct
g,theta,1,1,T05_g3.wav,T05_theta3.wav,T05,us1,distinct
g,theta,1,1,T06_g3.wav,T06_theta3.wav,T06,us1,distinct
g,theta,1,1,T07_g3.wav,T07_theta3.wav,T07,us2,distinct
g,theta,1,1,T08_g3.wav,T08_theta3.wav,T08,us2,distinct
g,theta,1,1,T09_g3.wav,T09_theta3.wav,T09,us2,distinct
g,theta,1,1,T10_g3.wav,T10_theta3.wav,T10,us3,distinct
g,theta,1,1,T11_g3.wav,T11_theta3.wav,T11,us3,distinct
g,theta,1,1,T12_g3.wav,T12_theta3.wav,T12,us3,distinct
g,m,1,1,T01_g3.wav,T01_m3.wav,T01,us1,distinct
g,m,1,1,T02_g3.wav,T02_m3.wav,T02,us1,distinct
g,m,1,1,T03_g3.wav,T03_m3.wav,T03,us1,distinct
g,m,1,1,T04_g3.wav,T04_m3.wav,T04,us1,distinct
g,m,1,1,T05_g3.wav,T05_m3.wav,T05,us1,distinct
g,m,1,1,T06_g3.wav,T06_m3.wav,T06,us1,distinct
g,m,1,1,T07_g3.wav,T07_m3.wav,T07,us2,distinct
g,m,1,1,T08_g3.wav,T08_m3.wav,T08,us2,distinct
g,m,1,1,T09_g3.wav,T09_m3.wav,T09,us2,distinct
g,m,1,1,T10_g3.wav,T10_m3.wav,T10,us3,distinct
g,m,1,1,T11_g3.wav,T11_m3.wav,T11,us3,distinct
g,m,1,1,T12_g3.wav,T12_m3.wav,T12,us3,distinct
v,eth,0,379,T01_v3.wav,T01_eth3.wav,T01,us1,confusable
v,eth,0,379,T02_v3.wav,T02_eth3.wav,T02,us1,confusable
v,eth,0,379,T03_v3.wav,T03_eth3.wav,T03,us1,confusable
v,eth,0,379,T04_v3.wav,T04_eth3.wav,T04,us1,confusable
v,eth,0,379,T05_v3.wav,T05_eth3.wav,T05,us1,confusable
v,eth,0,379,T06_v3.wav,T06_eth3.wav,T06,us1,confusable
v,eth,0,379,T07_v3.wav,T07_eth3.wav,T07,us2,confusable
v,eth,0,379,T08_v3.wav,T08_eth3.wav,T08,us2,confusable
v,eth,0,379,T09_v3.wav,T09_eth3.wav,T09,us2,confusable
v,eth,0,379,T10_v3.wav,T10_eth3.wav,T10,us3,confusable
v,eth,0,379,T11_v3.wav,T11_eth3.wav,T11,us3,confusable
v,eth,0,379,T12_v3.wav,T12_eth3.wav,T12,us3,confusable
v,z,0,88,T01_v3.wav,T01_z3.wav,T01,us1,confusable
v,z,0,88,T02_v3.wav,T02_z3.wav,T02,us1,confusable
v,z,0,88,T03_v3.wav,T03_z3.wav,T03,us1,confusable
v,z,0,88,T04_v3.wav,T04_z3.wav,T04,us1,confusable
v,z,0,88,T05_v3.wav,T05_z3.wav,T05,us1,confusable
v,z,0,88,T06_v3.wav,T06_z3.wav,T06,us1,confusable
v,z,0,88,T07_v3.wav,T07_z3.wav,T07,us2,confusable
v,z,0,88,T08_v3.wav,T08_z3.wav,T08,us2,confusable
v,z,0,88,T09_v3.wav,T09_z3.wav,T09,us2,confusable
v,z,0,88,T10_v3.wav,T10_z3.wav,T10,us3,confusable
v,z,0,88,T11_v3.wav,T11_z3.wav,T11,us3,confusable
v,z,0,88,T12_v3.wav,T12_z3.wav,T12,us3,confusable
v,d,0,81,T01_v3.wav,T01_d3.wav,T01,us1,confusable
v,d,0,81,T02_v3.wav,T02_d3.wav,T02,us1,confusable
v,d,0,81,T03_v3.wav,T03_d3.wav,T03,us1,confusable
v,d,0,81,T04_v3.wav,T04_d3.wav,T04,us1,confusable
v,d,0,81,T05_v3.wav,T05_d3.wav,T05,us1,confusable
v,d,0,81,T06_v3.wav,T06_d3.wav,T06,us1,confusable
v,d,0,81,T07_v3.wav,T07_d3.wav,T07,us2,confusable
v,d,0,81,T08_v3.wav,T08_d3.wav,T08,us2,confusable
v,d,0,81,T09_v3.wav,T09_d3.wav,T09,us2,confusable
v,d,0,81,T10_v3.wav,T10_d3.wav,T10,us3,confusable
v,d,0,81,T11_v3.wav,T11_d3.wav,T11,us3,confusable
v,d,0,81,T12_v3.wav,T12_d3.wav,T12,us3,confusable
v,m,1,7,T01_v3.wav,T01_m3.wav,T01,us1,distinct
v,m,1,7,T02_v3.wav,T02_m3.wav,T02,us1,distinct
v,m,1,7,T03_v3.wav,T03_m3.wav,T03,us1,distinct
v,m,1,7,T04_v3.wav,T04_m3.wav,T04,us1,distinct
v,m,1,7,T05_v3.wav,T05_m3.wav,T05,us1,distinct
v,m,1,7,T06_v3.wav,T06_m3.wav,T06,us1,distinct
v,m,1,7,T07_v3.wav,T07_m3.wav,T07,us2,distinct
v,m,1,7,T08_v3.wav,T08_m3.wav,T08,us2,distinct
v,m,1,7,T09_v3.wav,T09_m3.wav,T09,us2,distinct
v,m,1,7,T10_v3.wav,T10_m3.wav,T10,us3,distinct
v,m,1,7,T11_v3.wav,T11_m3.wav,T11,us3,distinct
v,m,1,7,T12_v3.wav,T12_m3.wav,T12,us3,distinct
v,n,1,4,T01_v3.wav,T01_n3.wav,T01,us1,distinct
v,n,1,4,T02_v3.wav,T02_n3.wav,T02,us1,distinct
v,n,1,4,T03_v3.wav,T03_n3.wav,T03,us1,distinct
v,n,1,4,T04_v3.wav,T04_n3.wav,T04,us1,distinct
v,n,1,4,T05_v3.wav,T05_n3.wav,T05,us1,distinct
v,n,1,4,T06_v3.wav,T06_n3.wav,T06,us1,distinct
v,n,1,4,T07_v3.wav,T07_n3.wav,T07,us2,distinct
v,n,1,4,T08_v3.wav,T08_n3.wav,T08,us2,distinct
v,n,1,4,T09_v3.wav,T09_n3.wav,T09,us2,distinct
v,n,1,4,T10_v3.wav,T10_n3.wav,T10,us3,distinct
v,n,1,4,T11_v3.wav,T11_n3.wav,T11,us3,distinct
v,n,1,4,T12_v3.wav,T12_n3.wav,T12,us3,distinct
v,s,1,2,T01_v3.wav,T01_s3.wav,T01,us1,distinct
v,s,1,2,T02_v3.wav,T02_s3.wav,T02,us1,distinct
v,s,1,2,T03_v3.wav,T03_s3.wav,T03,us1,distinct
v,s,1,2,T04_v3.wav,T04_s3.wav,T04,us1,distinct
v,s,1,2,T05_v3.wav,T05_s3.wav,T05,us1,distinct
v,s,1,2,T06_v3.wav,T06_s3.wav,T06,us1,distinct
v,s,1,2,T07_v3.wav,T07_s3.wav,T07,us2,distinct
v,s,1,2,T08_v3.wav,T08_s3.wav,T08,us2,distinct
v,s,1,2,T09_v3.wav,T09_s3.wav,T09,us2,distinct
v,s,1,2,T10_v3.wav,T10_s3.wav,T10,us3,distinct
v,s,1,2,T11_v3.wav,T11_s3.wav,T11,us3,distinct
v,s,1,2,T12_v3.wav,T12_s3.wav,T12,us3,distinct
eth,z,0,255,T01_eth3.wav,T01_z3.wav,T01,us1,confusable
eth,z,0,255,T02_eth3.wav,T02_z3.wav,T02,us1,confusable
eth,z,0,255,T03_eth3.wav,T03_z3.wav,T03,us1,confusable
eth,z,0,255,T04_eth3.wav,T04_z3.wav,T04,us1,confusable
eth,z,0,255,T05_eth3.wav,T05_z3.wav,T05,us1,confusable
eth,z,0,255,T06_eth3.wav,T06_z3.wav,T06,us1,confusable
eth,z,0,255,T07_eth3.wav,T07_z3.wav,T07,us2,confusable
eth,z,0,255,T08_eth3.wav,T08_z3.wav,T08,us2,confusable
eth,z,0,255,T09_eth3.wav,T09_z3.wav,T09,us2,confusable
eth,z,0,255,T10_eth3.wav,T10_z3.wav,T10,us3,confusable
eth,z,0,255,T11_eth3.wav,T11_z3.wav,T11,us3,confusable
eth,z,0,255,T12_eth3.wav,T12_z3.wav,T12,us3,confusable
eth,v,0,81,T01_eth3.wav,T01_v3.wav,T01,us1,confusable
eth,v,0,81,T02_eth3.wav,T02_v3.wav,T02,us1,confusable
eth,v,0,81,T03_eth3.wav,T03_v3.wav,T03,us1,confusable
eth,v,0,81,T04_eth3.wav,T04_v3.wav,T04,us1,confusable
eth,v,0,81,T05_eth3.wav,T05_v3.wav,T05,us1,confusable
eth,v,0,81,T06_eth3.wav,T06_v3.wav,T06,us1,confusable
eth,v,0,81,T07_eth3.wav,T07_v3.wav,T07,us2,confusable
eth,v,0,81,T08_eth3.wav,T08_v3.wav,T08,us2,confusable
eth,v,0,81,T09_eth3.wav,T09_v3.wav,T09,us2,confusable
eth,v,0,81,T10_eth3.wav,T10_v3.wav,T10,us3,confusable
eth,v,0,81,T11_eth3.wav,T11_v3.wav,T11,us3,confusable
eth,v,0,81,T12_eth3.wav,T12_v3.wav,T12,us3,confusable
eth,zh,0,44,T01_eth3.wav,T01_zh3.wav,T01,us1,confusable
eth,zh,0,44,T02_eth3.wav,T02_zh3.wav,T02,us1,confusable
eth,zh,0,44,T03_eth3.wav,T03_zh3.wav,T03,us1,confusable
eth,zh,0,44,T04_eth3.wav,T04_zh3.wav,T04,us1,confusable
eth,zh,0,44,T05_eth3.wav,T05_zh3.wav,T05,us1,confusable
eth,zh,0,44,T06_eth3.wav,T06_zh3.wav,T06,us1,confusable
eth,zh,0,44,T07_eth3.wav,T07_zh3.wav,T07,us2,confusable
eth,zh,0,44,T08_eth3.wav,T08_zh3.wav,T08,us2,confusable
eth,zh,0,44,T09_eth3.wav,T09_zh3.wav,T09,us2,confusable
eth,zh,0,44,T10_eth3.wav,T10_zh3.wav,T10,us3,confusable
eth,zh,0,44,T11_eth3.wav,T11_zh3.wav,T11,us3,confusable
eth,zh,0,44,T12_eth3.wav,T12_zh3.wav,T12,us3,confusable
eth,f,1,1,T01_eth3.wav,T01_f3.wav,T01,us1,distinct
eth,f,1,1,T02_eth3.wav,T02_f3.wav,T02,us1,distinct
eth,f,1,1,T03_eth3.wav,T03_f3.wav,T03,us1,distinct
eth,f,1,1,T04_eth3.wav,T04_f3.wav,T04,us1,distinct
eth,f,1,1,T05_eth3.wav,T05_f3.wav,T05,us1,distinct
eth,f,1,1,T06_eth3.wav,T06_f3.wav,T06,us1,distinct
eth,f,1,1,T07_eth3.wav,T07_f3.wav,T07,us2,distinct
eth,f,1,1,T08_eth3.wav,T08_f3.wav,T08,us2,distinct
eth,f,1,1,T09_eth3.wav,T09_f3.wav,T09,us2,distinct
eth,f,1,1,T10_eth3.wav,T10_f3.wav,T10,us3,distinct
eth,f,1,1,T11_eth3.wav,T11_f3.wav,T11,us3,distinct
eth,f,1,1,T12_eth3.wav,T12_f3.wav,T12,us3,distinct
eth,theta,1,1,T01_eth3.wav,T01_theta3.wav,T01,us1,distinct
eth,theta,1,1,T02_eth3.wav,T02_theta3.wav,T02,us1,distinct
eth,theta,1,1,T03_eth3.wav,T03_theta3.wav,T03,us1,distinct
eth,theta,1,1,T04_eth3.wav,T04_theta3.wav,T04,us1,distinct
eth,theta,1,1,T05_eth3.wav,T05_theta3.wav,T05,us1,distinct
eth,theta,1,1,T06_eth3.wav,T06_theta3.wav,T06,us1,distinct
eth,theta,1,1,T07_eth3.wav,T07_theta3.wav,T07,us2,distinct
eth,theta,1,1,T08_eth3.wav,T08_theta3.wav,T08,us2,distinct
eth,theta,1,1,T09_eth3.wav,T09_theta3.wav,T09,us2,distinct
eth,theta,1,1,T10_eth3.wav,T10_theta3.wav,T10,us3,distinct
eth,theta,1,1,T11_eth3.wav,T11_theta3.wav,T11,us3,distinct
eth,theta,1,1,T12_eth3.wav,T12_theta3.wav,T12,us3,distinct
eth,s,1,1,T01_eth3.wav,T01_s3.wav,T01,us1,distinct
eth,s,1,1,T02_eth3.wav,T02_s3.wav,T02,us1,distinct
eth,s,1,1,T03_eth3.wav,T03_s3.wav,T03,us1,distinct
eth,s,1,1,T04_eth3.wav,T04_s3.wav,T04,us1,distinct
eth,s,1,1,T05_eth3.wav,T05_s3.wav,T05,us1,distinct
